title;name;publishedAtDate;stars;text;;;;;;;;;;;;;
Sembilan Beach;Mohammad Yasa;2019-02-08T09:42:53.586Z;4;Pantai yg bersih & tenang..; indah pasir putih;;;;;;;;;;;;
Sembilan Beach;margaretha tri;2019-02-07T15:04:02.850Z;5;Pantai di pulau madura;;;;;;;;;;;;;
Sembilan Beach;Sintaa Mala;2019-02-04T04:37:13.589Z;5;Banyak spot fotonya;;;;;;;;;;;;;
Sembilan Beach;Antonius Yansen;2019-02-04T03:34:45.111Z;5;Surga di bumi madura;;;;;;;;;;;;;
Sembilan Beach;FaizaL iQBaL CheneL;2019-01-30T07:18:15.537Z;5;Semakin maju semakin pula pantai sembilan  indah dan ekonomi meningkatkan; pasir putihnya bikin jatuh cinta gak pengen pulang;;;;;;;;;;;;
Sembilan Beach;Shinta Embem;2019-01-28T05:11:10.209Z;5;Destinasi wisata yg sangat indah;;;;;;;;;;;;;
Sembilan Beach;Yoel Dwi Putra Gultom;2019-01-27T13:30:05.602Z;5;Bersih. Desain unik. Namun sangat panas. Foto foto di siang hari merupakan hal yang diincar para turis. Lebih baik bawa sunblock. Jajajan disana juga tidak dijual dengan harga mahal. Pemandangan eksotis berupa banyak kapal yang sedang sandar di dermaga membuat pantai lebih tampak lebih indah. Tidak begitu ramai sehingga cocok buat yang tidak suka keramaian. Ada penyewaan rumah atau pondok sehingga cocok buat bersama pasangan jika ingin bermalam; karna penyeberangan terakhir jam 16.00. Jika ingin menginap ada rumah rumah yang dapat disewa atau boleh mendirikan tenda di dekat pantai.;;;;;;;;;;;;
Sembilan Beach;Ardust Sirait;2019-01-27T09:27:26.736Z;5;Pantai yang sangat indah. Layak untuk dikunjungi bersama pacar sahabat ataupun keluarga. Pasir yang putih dan laut yang biru akan sangat memanjakan mata. Terdapat banyak spot foto dan tempat untuk bersantai di saung. Untuk biaya masuk dikenakan 10000/orang. Sebaiknya datang di pagi hari; namun akan lebih baik jika beberapa charging areanya bekerja dengan baik;;;;;;;;;;;;
Sembilan Beach;Fking Asian;2019-01-24T14:38:16.437Z;4;Pelayanan dan pegembangan area sudah baik;; serta menambahkan fasilitas2 mendukung lainnya. Terimakasih atas pengalamannya;;;;;;;;;;;
Sembilan Beach;muhamad iskandar;2019-01-24T09:52:47.305Z;5;"Tempat yg sangat luar biasa indah, pantai yg bersih dngan air laut yg jernih. Cocok untuk yg pengen berlibur sambil menenangkan diri karena wisatawan yg tidak terlalu banyak tiap hari nya.""";;;;;;;;;;;;;
Sembilan Beach;Restoe Boemi;2019-01-22T17:37:24.530Z;5;Tempat yang bagus dan sangat direkomendasikan...; tiket masuknya cukup terjangkau. Pantainya bersih dan terawat. Disediakan beberapa penginapan seperti loji. Namun meskipu  berada di kawasan pantai;;;;;;;;;;;;
Sembilan Beach;eka hayati;2019-01-20T09:15:46.816Z;5;Menuju pantai sembilan masih butuh waktu penyebrangan sekitar 20-30menit menggunakan perahu;; di warung2 kecil tidak tersedia menu seafood. Mungkin kedepan ada kemajuan dari segi kuliner dan terutama toilet.;;;;;;;;;;;
Sembilan Beach;GPDI RAYUNG;2019-01-17T09:58:08.797Z;5;Natural dan asyik;;;;;;;;;;;;;
Sembilan Beach;Mohammad Halim;2019-01-17T03:17:19.885Z;5;"#pantai9 Joss Terkangkau Indah""";;;;;;;;;;;;;
Sembilan Beach;Vevi Alfi;2019-01-17T00:42:42.936Z;5;"Pantai sembilan adalah salah satu pantai yang berada di Sumenep- Pulau Madura. Tepatnya berada di pulau kecil yang bernama gili genting. Untuk menuju tempat ini anda harus menaiki perahu yang tersedia di pelabuhan tersebut. Setelah sampai pada pualu genting anda berjalan kaki sekitar 200 meter menuju lokasi tersebut. Selain disuguhkan dengan pemandangan pantai yang indah anda juga akan menemukan perkampungan yang padat penduduk. Air pantai yang jernih spot foto dan beberapa resort pun tersedia di tempat ini. Bagi yang sedang mencari tempat berlibur di daerah madura. Tempat ini recomended sekali guys! ?""";;;;;;;;;;;;;
Sembilan Beach;Wong Ndeso;2019-01-15T16:39:34.364Z;5;Pantai ini bersih cocok buat bersantai. Semua akan terbayarkan; penduduknya ramah banget.;;;;;;;;;;;;
Sembilan Beach;ardhian ahmadi;2019-01-15T14:00:49.240Z;5;Pantainya keren;;;;;;;;;;;;;
Sembilan Beach;Murjito;2019-01-14T11:51:22.127Z;5;Pantainya bersih;;;;;;;;;;;;;
Sembilan Beach;Raden Kepelengan;2019-01-12T09:32:27.735Z;5;"Keren banget..pantai tak ternoda, semuanya asli. Semoga masyarakatnya bisa menjaga keindahannya""";;;;;;;;;;;;;
Sembilan Beach;Wisnu Kinx;2019-01-11T05:14:57.978Z;5;Pantai yg indah...Recommended buat Trip Wisata...;;;;;;;;;;;;;
Sembilan Beach;Lisa DA;2019-01-11T04:27:04.421Z;5;Pantai bersih indah sepi akses mudah dan biaya murah;;;;;;;;;;;;;
Sembilan Beach;Iva kaya;2019-01-09T11:56:35.251Z;5;Pantai yang sangat indah di ujung sumenep...;;;;;;;;;;;;;
Sembilan Beach;umar Romadhon;2019-01-08T04:20:12.200Z;5;Pantainya indah pemilik pondoknya ramah banget;;;;;;;;;;;;;
Sembilan Beach;Harris Miyahara;2019-01-06T14:36:33.821Z;4;Klo pagi agk bnyak sampah di pantai; airnya bening tapi transportasi nya harus pakai kapal;;;;;;;;;;;;
Sembilan Beach;Wiwik Utami;2019-01-04T05:08:16.252Z;5;tempatnya bagus;;;;;;;;;;;;;
Sembilan Beach;Mad Berlin;2019-01-04T03:28:18.569Z;5;Hawainya sunenep;;;;;;;;;;;;;
Sembilan Beach;aida hartin;2019-01-04T00:09:16.248Z;4;Bagus boosss;;;;;;;;;;;;;
Sembilan Beach;Umar Syahidin;2019-01-03T10:41:09.145Z;5;Mantabbbb cuy panorama alamnya;;;;;;;;;;;;;
Sembilan Beach;KaHa BaBa;2019-01-03T03:46:45.711Z;4;Bersih dan indah;;;;;;;;;;;;;
Sembilan Beach;Baihaqi Hakim;2019-01-03T02:36:43.059Z;5;Bagus semakin bersih ??;;;;;;;;;;;;;
Sembilan Beach;Mochammad Iba Suwasono;2019-01-02T06:42:18.680Z;1;Pantainya bagus;;;;;;;;;;;;;
Sembilan Beach;Rudy Hartono;2019-01-02T06:24:19.625Z;3;Bagus juga..; jadi bebas dari sampah.. Pokoknya syukak banget??;;;;;;;;;;;;
Sembilan Beach;Astri Ardillah Arifin;2019-01-02T04:35:05.989Z;5;Pagi2 pantainya sudah dibersihkan;;;;;;;;;;;;;
Sembilan Beach;mira ines rahmania;2019-01-01T22:09:14.365Z;3;Banyak spot untuk foto tp sayang kurang bersih;;;;;;;;;;;;;
Sembilan Beach;Frea Raki Arseti Septian;2018-12-31T11:45:05.832Z;5;"Tempat ini indah, tenang ga bikin stress. Pantainya bener"" biru??";;;;;;;;;;;;;
Sembilan Beach;FAZA FAUZAN;2018-12-31T05:08:33.091Z;4;Pantai yang cantik dan bersih;;;;;;;;;;;;;
Sembilan Beach;hanik afifah;2018-12-31T04:08:32.650Z;3;Relatif dekat menyebrang ??;;;;;;;;;;;;;
Sembilan Beach;Ahmadi 0107;2018-12-30T01:45:08.344Z;5;Pantai yang bersih dan nyaman untuk liburan keluarga;000 trus nyampe deh di pantai sembilan. MasyaAllah;;;;;;;;;;;;
Sembilan Beach;Alzio Kids;2018-12-29T05:47:57.633Z;3;Saya bersyukur setelah dari penyeberangan pake kapal tongkang Rp. 10; sejuk tapi agak serem nyeberangnya;walhamdulillah pantainya bersih. Itu dulu yg tertangkap oleh pikiran saya. Selanjutnya fasilitas yg lain antara lain toilet bersih; tempat sholat ada ;tempat warung makan juga tidak mengecewakan. Harga pas di kantong dah...jadi untuk wisata murah pas di kantong (asal gak nginep lo yaaa????); sy rekomendasikan pantai sembilan. Ayooo pada berangkat liburan thn baru ke sini gaes...asyiikk;;;;;;;;
Sembilan Beach;Pradhika Ardani;2018-12-27T14:11:51.349Z;5;Bersih banget;;;;;;;;;;;;;
Sembilan Beach;Ahmad Huzaeni;2018-12-26T13:11:59.903Z;5;Udara nya sejuk pantai bersih...  Ketagihan nginep disana;;;;;;;;;;;;;
Sembilan Beach;Bahri Fadloli;2018-12-26T02:23:22.218Z;5;Bersih dan indah;;;;;;;;;;;;;
Sembilan Beach;aisyah hanah;2018-12-26T00:36:07.579Z;5;Pantainya bersih... pasirnya putih dan lautnya biru sekali;;;;;;;;;;;;;
Sembilan Beach;upank_ art19;2018-12-25T15:52:25.881Z;5;Ok banget dah....;;;;;;;;;;;;;
Sembilan Beach;AMR GO;2018-12-24T12:56:20.001Z;5;"Masih bersih dengan warga yg ramah. Makanan dan minuman pun masih terbilang bersahat untuk daerah wisata""";;;;;;;;;;;;;
Sembilan Beach;DARKxGREY;2018-12-24T05:14:56.934Z;5;Kurang banyak olahraga air nya;;;;;;;;;;;;;
Sembilan Beach;mahardian rahmadi;2018-12-23T15:32:22.709Z;4;"Panti yg tenang dan jernih sekali airnya. Untuk ke pabtai ini butuh perjalanan naik perahu selama kurang lebih 30 menit. Sampai di dermaga pantai sembilan langsung bisa melihat ikan-ikan kecil yg berenang dibawah dermaga buatan. Bisa naik banana boat dengan harga 200rb untuk 5 orang.""";;;;;;;;;;;;;
Sembilan Beach;Mariska Regina;2018-12-23T15:18:32.831Z;5;biasanya ini satu trip sama gili labak tempat yang bagus dan masih sepi;;;;;;;;;;;;;
Sembilan Beach;Moh Iksan;2018-12-23T14:21:08.270Z;3;"Bagus cuma masih kurang  pengembanga lahan di sebelah kiri. Dan semestinya ada mAkanan ala laut yg di kemas moderen"""; Pantai sembilan memang istimewa untuk liburan . Tiket masuknya cuma 10ribu rupiah saja;;;;;;;;;;;;
Sembilan Beach;Rangga Branco;2018-12-20T12:25:13.832Z;5;Gili Genting;;;;;;;;;;;;;
Sembilan Beach;didik junaidi;2018-12-20T07:43:22.027Z;4;Tempat wisata laut dan pasir putih bersih;;;;;;;;;;;;;
Sembilan Beach;Dicky Rengga Aldi Maulun;2018-12-19T17:55:05.078Z;5;Tempat edukasi dan wisata yang pas;;;;;;;;;;;;;
Sembilan Beach;Inayatul Maghfirah Agustania;2018-12-17T03:26:18.409Z;5;Bagus tempatnya;;;;;;;;;;;;;
Sembilan Beach;Permata Reload;2018-12-16T02:54:31.076Z;5;Buat santai sih Ok; ada sekolah dasar juga. Terdapat spot - spot foto yang instagramable di tempat ini;;;;;;;;;;;;
Sembilan Beach;Ratih;2018-12-12T11:29:35.442Z;5;Pantai yang terletak di kabupaten Sumenep. Kurang lebih 40 - 60 menit untuk menyebrang ke pulau ini. Terdapat warga yang tinggal di pulau ini. Kalau tidak salah;; cocok untuk yang mau stok foto - foto cantik. Terdapat kamar mandi umum; warung - warung makan maupun oleh - oleh. Biasanya pantai ini juga dijadikan tempat untuk kemah.;;;;;;;;;;
Sembilan Beach;FIENDO HARTAWAND;2018-12-12T03:45:37.833Z;5;Tambahkan dalam bidang edukasi dan konservasi.;;;;;;;;;;;;;
Sembilan Beach;erin zerlinda;2018-12-08T16:27:09.684Z;5;Serasa pantai pribadi;;;;;;;;;;;;;
Sembilan Beach;Sultan Iskandar Dinata;2018-12-08T07:23:18.108Z;5;Pantai yang indah dan penduduk yang ramah;;;;;;;;;;;;;
Sembilan Beach;Bang Ibe;2018-12-06T10:34:22.439Z;4;Wisata pantai yg bagus bgt yg ada di kab.sumenep.;;;;;;;;;;;;;
Sembilan Beach;Kukuh Ari Pambudi;2018-12-02T10:53:13.093Z;4;"Seperti pada ciri khas ""GILI"" di indonesia yang selalu epic untuk dikunjungi dan mencoba berbagai jasa kelautan yang tersedia";;;;;;;;;;;;;
Sembilan Beach;Moh. Fariz R;2018-12-02T07:23:01.651Z;5;Enak buat nyantai-nyantai bareng temen atau bareng pacar gitu;;;;;;;;;;;;;
Sembilan Beach;Risma Zahra;2018-12-02T03:55:27.709Z;4;"Pantai luas, airnya bening, fasilitas memadai, cukup instagramable. Tapi agak tercemari oleh sampah 30 menit naik kapal""";;;;;;;;;;;;;
Sembilan Beach;Hardy Goldberg;2018-12-01T12:46:16.953Z;5;Ombak yang tenang pemandangan bagus.  Baik sunrise maupun sunset sangat mengesankan. Bakal kangen deh!;;;;;;;;;;;;;
Sembilan Beach;EKO JULIANTO NUGROHO;2018-11-30T13:21:32.553Z;5;Recommended buat piknik bersama keluarga dan teman teman;;;;;;;;;;;;;
Sembilan Beach;Paulus Pangka;2018-11-29T12:01:49.294Z;5;Pemandangannya indah sekali;;;;;;;;;;;;;
Sembilan Beach;ikrima hizma;2018-11-25T09:01:08.583Z;5;Cantik sekaliii;;;;;;;;;;;;;
Sembilan Beach;Imamatul Fariha;2018-11-25T06:43:19.381Z;5;Bagus bngt..;;;;;;;;;;;;;
Sembilan Beach;yanti ardianingrum;2018-11-25T05:59:56.525Z;5;Visit Sumenep.... Banyak pulau2 keren...????;;;;;;;;;;;;;
Sembilan Beach;teguh wicaksono;2018-11-25T02:36:42.701Z;4;"pantainya bagus,cocok buat berenang,santai,foto2 penginapan juga tersedia dari harga 300rb 500rb dan 1jt perjalanan stngh jam dari pelabuhan saronggi"""; Sumenep. Tidak rugi saya bersama keluarga datang dari jauh;;;;;;;;;;;;
Sembilan Beach;marchiano anselmus;2018-11-24T01:42:21.601Z;5;Pemandangan yang sangat menakjubkan di Lokasi Wisata Pantai Sembilan;  serasa sperti punya pulau sndri; bisa disuguhkan pemandangan dari Pantai Sembilan. Semoga pihak pihak pengelola dan yang terkait selalu mamajukan wisata Pantai Sembilan dan wisata sekitarnya. Saya menyarankan supaya diperbanyak tempat tempat pembuangan sampah dan juga banner banner yang bertuliskan atau bertema mengajak untuk menjaga dan melestarikan Wisata Pantai Sembilan. Untuk bidang kuliner juga sudah ada; tapi ada sebagian yang belum tahu tentang sejarah nama dari Pantai Sembilan.;;;;;;;;;;
Sembilan Beach;guruh irawan;2018-11-23T03:55:22.981Z;4;Pemandangan pantai yg baguuss;;  hanya lmyan panas aja klo siang ksana hehehe;;;;;;;;;;;
Sembilan Beach;mohammad kardi;2018-11-23T02:23:53.706Z;5;Indah sekali;;;;;;;;;;;;;
Sembilan Beach;Abut Ganteng;2018-11-22T13:48:00.994Z;4;Tempatnya bagus; banana boat;  hanya saja Perlu diengkapi lagi fasilitas yg Ada di pantai;;;;;;;;;;;
Sembilan Beach;yonzi ya;2018-11-22T05:05:34.539Z;5;Pantai yang masih bersih di seberang pulau Madura. Tempatnya bersih dan nyaman. Pasirnya putih masih bersih. Ada beberapa permainan di laut;; dll. Ada beberapa bungalow murah meriah menghadap pantai. Tinggal pengelola harus bisa menjaga kebersihan pantainya supaya orang kerasan karena merasa nyaman.;;;;;;;;;;;
Sembilan Beach;FatmahMpoot;2018-11-20T13:51:01.701Z;5;Pemandangannya bagus... Masih asri...;;;;;;;;;;;;;
Sembilan Beach;rosoel.cavallera ins;2018-11-19T16:11:14.595Z;5;bersih enjoy;;;;;;;;;;;;;
Sembilan Beach;Fajrul HQ;2018-11-19T01:40:58.684Z;4;Tempat wisata; tpi kalo pas siang panas banget;;;;;;;;;;;;
Sembilan Beach;Cah Bagus;2018-11-18T03:24:46.864Z;4;Tempatnya bagus;;;; tpi perlu di coba;;;;;;;;;
Sembilan Beach;BProject Pamekasan;2018-11-15T00:38:03.138Z;5;"wisata yg lagi buming daerah madura kota pantai paling timur sumenep, menyajikan pantai yg sangat bagus dan pasirnya yg putih di tambah airnya yg sangat jernih dan batu karang yg sangat bagus, tidak heran jika bnyak orang yg menggumi pantai ini. akses yg sangat gampang tapi kalo mau kesini jangan sampek lewat jam 4 ya karena kapalnya jam 4 sdh tdak melayani lagi kecuali nge boking dr awal. weekand paling bagus selain rame dsini juga di sediakan homestay yg langsg di depan pantainya harga ber variasi geyss mulai dari hrga 350--750 anda sudah bisa mnikmatin. kalo mau ngambil uang tinggal hubungin pak kades juga tersedia ATM. selamt liburan geyss.""";;;;;;;;;;;;;
Sembilan Beach;gaplexz 019;2018-11-13T02:56:49.152Z;4;istimewa.... tapi sangat panas;;;;;;;;;;;;;
Sembilan Beach;muthi muchlis;2018-11-13T00:38:52.815Z;4;Intinya dapat menenangkan fikiran hawa serta kondisi di sana nyaman bikin adem; cocok untuk honeymoon atau liburan keluarga;;;;;;;;;;;;
Sembilan Beach;Fathiyah 08;2018-11-12T08:01:12.555Z;5;Pantai yang sangat bersih dan tenang;;;;;;;;;;;;;
Sembilan Beach;Muhammad El-Jazzary;2018-11-10T22:10:47.751Z;5;Tempat wajib bagi para petualang; pemandangan bagus;;;;;;;;;;;;
Sembilan Beach;rin aku;2018-11-09T13:56:04.217Z;5;Fasilitas cukup baik; cano; ada  penginapan juga;;;;;;;;;;;
Sembilan Beach;Kris Angganar;2018-11-09T07:17:48.152Z;5;Clean beach.. Banana boat; tempat workshop saya; gazebo; food stall; bathroom; bungalow (reservation needed).. You can see sunset. Beautiful beach;;;;;;;;
Sembilan Beach;Anugerah Eka Yannudin;2018-11-08T23:47:04.827Z;5;Pantai sembilan; rekomended banget; berlibur sambil diskusi pekerjaan...... Air lautnya bening; tempatnya nyaman; suasananya bagus apalagi sunset;;;;;;;;;
Sembilan Beach;Husein Alfaritsi;2018-11-07T14:07:33.132Z;5;Bersih dan indahh;;;;;;;;;;;;;
Sembilan Beach;Ningshie Vickha;2018-11-06T15:26:03.947Z;5;Keren bngt t4 wisata in;;;;;;;;;;;;;
Sembilan Beach;ardhianto ghani;2018-11-06T06:56:13.035Z;5;"pantainya bagus ada banyak bungalow yg bisa dibuat untuk menginap 1 bungalow bisa untuk 4-6 orang harga mulai 300-600k.tergantung fasilitas. bisa juga mendirikan teda di bibir pantai dgn catatan tenda bawa sendiri untuk menuju ke sini dari sumenep bisa naik kapal dengan lama perjalanan 30menit -1 jam kapal menuju pantai sembilan selalu tersedia dari subuh sampai sore hari dengan tarif 10000/orang wahana permainan air yang terdapat disini ada banana kanoe donat. harga makanan dan minuman tidak mahal seperti harga pasar pada umumnya mungkin selisih 1000-2000. untuk ukuran tempat wisata selisih 1000-2000 adalah sangat murah.""";;;;;;;;;;;;;
Sembilan Beach;Nadya Rachmita;2018-11-05T14:39:19.577Z;4;pantai bersih hanya terlalu sepi penjual dan wisatawan (hari biasa);;;;;;;;;;;;;
Sembilan Beach;Moh Ali Mas'ud;2018-11-05T06:33:28.560Z;5;Kece pantai;;;;;;;;;;;;;
Sembilan Beach;Yuky Arysandy;2018-11-04T07:37:26.575Z;5;Kenangan yg indh; pasir putih;;;;;;;;;;;;
Sembilan Beach;Brisky Musyahidah;2018-11-03T23:25:04.120Z;5;Bersih;; air laut sangat biru. Perjalanan laut dari sumenep ke sini agak lama. Hati2 untuk yang mabuk laut; karena arus lumayan besar.;;;;;;;;;;
Sembilan Beach;Firdhatul Hasanah;2018-11-03T15:15:27.064Z;4;Pantai wisata yang bersih dan pasir putihnya yg bagus;;;;;;;;;;;;;
Sembilan Beach;Rudy Priyo Wicaksono;2018-11-03T01:37:04.948Z;5;Senja di ujung pelabuhan; suasana tidak terlalu ramai cocok sebagai tempat escape di saat weekend;;;;;;;;;;;;
Sembilan Beach;Andhika Kurniawanto;2018-10-29T09:34:18.399Z;4;Pantai yang bersih;;;;;;;;;;;;;
Sembilan Beach;Budi Kustiyono;2018-10-28T05:21:45.793Z;4;"Asyik. Tapi perahunya kurang nyaman""";;;;;;;;;;;;;
Sembilan Beach;Achmad Ghozali;2018-10-27T14:07:49.931Z;5;Pantai nya bagus..tapi cuaca nya panas.cocok buat ngitamin kulit.;;;;;;;;;;;;;
Sembilan Beach;Kurniani Wismaningsih;2018-10-26T11:03:10.593Z;5;Pantai terindah yang pernah saya kunjungi. Masya Allah; bagus;;;;;;;;;;;;
Sembilan Beach;Yoyok Kuswanto7;2018-10-24T06:21:43.959Z;5;Pantainya indah;; bersih;;;;;;;;;;;
Sembilan Beach;Arjuna Gaming;2018-10-23T06:33:13.211Z;5;Cocok liat sunset;;;;;;;;;;;;;
Sembilan Beach;Ella Murafer;2018-10-23T05:09:43.137Z;5;Keren banget pantainya.; sejuk dan juga bersih;;;;;;;;;;;;
Sembilan Beach;Fouzan Adzeemallah;2018-10-21T03:10:13.248Z;5;Sangat indah;;;;;;;;;;;;;
Sembilan Beach;Laepaste sumenep;2018-10-21T02:55:17.080Z;5;senang skali;;;;;;;;;;;;;
Sembilan Beach;anzhari el khazien;2018-10-19T12:22:14.490Z;5;surga yang tersembunyi; sayangnya yg turun ke laut tidak aman karena banana boat berseliweran;;;;;;;;;;;;
Sembilan Beach;muzammal noer;2018-10-16T13:27:00.078Z;4;Bagus pantainya;;;;;;;;;;;;;
Sembilan Beach;Arifin PMT;2018-10-11T22:45:40.374Z;3;Cukup baik untuk berwisata kesana; rasanya seperti private beach.;;;;;;;;;;;;
Sembilan Beach;Binar P. Putra;2018-10-10T10:13:54.688Z;5;Recommended sekali kalo liburan kesini ketika hari biasa; memanjakan mata bagi setiap pengunjungnya;;;;;;;;;;;;
Sembilan Beach;Eky Now;2018-10-09T14:41:35.554Z;5;Oh surga duniawi; ini perjalanan trvlng kami dgn modal hny 150 rb sj tetapi tdk trmsk biaya mkn;;;;;;;;;;;;
Sembilan Beach;Ratihindah Sari;2018-10-08T10:49:13.994Z;5;Sgt sgt suka dgn pantai nya;; selama 3 hari mengelilingi sumenep dn sktr x;;;;;;;;;;;
Sembilan Beach;Samjie GT;2018-10-04T12:46:10.432Z;5;"Karna tempat ini sangat tenang, tentram, damai, bersih, panorama pantai nya yg asri dan indah, airnya yg biru, wahananya jg pokoknya seru banget deh.. susah di ungkapin dengan kata-kata_pokonya kalian semua harus datang dan berkunjung ke sini di (PANTAI 9) sumenep madura_""";;;;;;;;;;;;;
Sembilan Beach;Askam Shal;2018-10-03T16:50:13.877Z;3;pantai 9 keren ..; ramah anak dan suasana tenang;;;;;;;;;;;;
Sembilan Beach;Devid Dowher;2018-10-03T05:32:57.767Z;5;Nyaman buat liburan keluarga;; semoga para wisatawan selalu menjaga kebersihan pantai;;;;;;;;;;;
Sembilan Beach;IQSebentar Gaming;2018-10-03T01:54:16.199Z;5;bagus banget rekomended lah;;;;;;;;;;;;;
Sembilan Beach;jazid altintov;2018-10-01T11:54:32.053Z;4;Pantai yang lumayan Indah bagus untuk refreshing;;;;;;;;;;;;;
Sembilan Beach;nurhafiz fandy;2018-09-29T12:32:12.127Z;5;sunset dipantai sembilan; karna perjalanan naik perahu lbh dr 2 jam bikin kena angin terus mutah2.. ?? Over all super oke tempatnya. Disini bisa naik donat boat & banana boat jg;;;;;;;;;;;;
Sembilan Beach;Rindang Lestari;2018-09-24T11:36:42.058Z;5;Superrr bagus ini mah.. Beneran. Kalo kesini siap2 antangin yg banyak;; 50rb/org & dijamin puas banget soalnya diputer2in lamaaaaaaa. ????;;;;;;;;;;;
Sembilan Beach;Ahmad Fikri;2018-09-24T09:46:32.754Z;5;Keren dan cocok amat buat weekend bareng keluarga atau teman.; garis pantai ini memiliki bentuk seperti angka sembilan dengan laguna air di tengahnya. Maka itu destinasi wisata yang berada di pesisir Gili Genting ini memiliki daya tarik yang kuat. Dengan air yang biru juga hembusan angin sepoi-sepoi;;;;;;;;;;;;
Sembilan Beach;Muhammad Prasetyo;2018-09-24T06:01:03.799Z;5;Salah satu objek wisata di Madura (Sumenep). Hamparan pasir putih di pantai ini memiliki keunikan tersendiri. Jika dilihat dari atas;; menjadikan tempat ini sebagai jawaban paling tepat untuk melepas penat. Pun panoramanya yang memanjakan mata. Begitu pula dengan wilayah airnya; kamu dapat bebas berenang tanpa takut menginjak atau merusak terumbu karang. Karena perairan pantai Sembilan di dominasi oleh pasir. Walaupun berada pada pesisir utara Pulau Madura; matahari tenggelam dapat disaksikan secara penuh. Karena pesisir pantai ini sedikit condong ke arah barat. Belum lagi dengan ketersediaan beberapa tempat yang instagenic; seperti ayunan di tepi pantai misalnya. Namun keindahan tak berhenti di penghujung senja; saat malam hari hamparan bintang sangat jelas terlihat di langit. Terdapat beberapa pondok yang berdiri di tepi pantai. Masing-masing memiliki kapasitas kurang lebih hingga sepuluh orang. Begitu pula dengan ketersediaan bahan makanan; Pantai Sembilan memiliki banyak sekali warga lokal yang berjualan makanan untuk wisatawan yang datang. Juga gazebo-gazebo di tepi pantai yang tepat sekali untuk sekedar bersantai.;;;;;;
Sembilan Beach;novia noi;2018-09-22T05:39:31.990Z;4;Bagus spot fotonya;;;;;;;;;;;;;
Sembilan Beach;Nana Wati;2018-09-19T10:28:09.629Z;5;pantainya bagus dan terawat.cocok untuk liburan keluarga.ada banana boatnya juga seru bnget disini .warung ada komplit. penginapan juga ada. mck bersih dan terawat;;;;;;;;;;;;;
Sembilan Beach;Nabila Cantik;2018-09-17T01:11:56.602Z;1;bagus banget pantai 9 hanya kmrn kita datang posisi suang harus pagi atau sore pasti bagus banget pemandangan nya ;;;;;;;;;;;;;
Sembilan Beach;Kakang ?A'an? Farhan;2018-09-16T17:08:08.647Z;5;Liburan yg pas dgn budget yg pas pula;;;;;;;;;;;;;
Sembilan Beach;habib wahyudi;2018-09-16T13:31:54.166Z;5;Pulau gili genting pantai sembilan. Pilihan yang tepat untuk menenangkan fikiran sejenak. Sangat2 privat dan sudah terdapat fasilitas yang cukup memadai bangettt. Dan ramah dikantong tentunya;;;;;;;;;;;;;
Sembilan Beach;Zhidan;2018-09-14T11:54:58.158Z;4;Tempatnya indah;;;;;;;;;;;;;
Sembilan Beach;arya grab;2018-09-13T17:49:05.812Z;5;Pingin balik sana lagi; lautnya jernih;;;;;;;;;;;;
Sembilan Beach;Up Real;2018-09-13T14:38:06.549Z;4;Pantainya masih alami;; udara segar.. suasananya oke banget buat nyantai.. ada penginapannya juga jadi mempermudah buat yg jauh dn mau brlama disana.. harga masuknya juga terjangkau.. ada wahana banana boat nya juga.. oke deh pokoknya..;;;;;;;;;;;
Sembilan Beach;Imam Ghazali;2018-09-12T05:37:38.035Z;1;Bagus dan cocok bgt lh klo cuma ..buat malam mingguan;;;;;;;;;;;;;
Sembilan Beach;Rafan Mrknalpot;2018-09-11T01:53:41.196Z;5;Pantai sangat indan . Mudah d jangkau . Sangat bersih lengkap dengan tempat2 istirahat gazebo .dan resort ... masuk cma 10rb . Toilet bersih;;;;;;;;;;;;;
Sembilan Beach;Faris Basharahil;2018-09-10T07:58:39.034Z;5;Indah luar biasa ..; keren bgt;;;;;;;;;;;;
Sembilan Beach;Ririen Suryaningrum;2018-09-09T05:25:09.360Z;5;Pantai nya bersih;;;;;;;;;;;;;
Sembilan Beach;Abie Ole Olang;2018-09-06T00:08:40.399Z;4;Tempat Yang asyik bermain air di Pantai;;;;;;;;;;;;;
Sembilan Beach;nikma turrohmah;2018-09-05T04:12:00.995Z;5;Pantai 9 keceeee...ciamikk;;;;;;;;;;;;;
